ordernumber,sales_channel,warehousecode,procureddate,orderdate,shipdate,deliverydate,currencycode,salesteamid,customerid,storeid,productid,order_quantity,discount_applied,unit_price,unit_cost,order_total,order_discount,grand_total
SO - 0003176,Online,WARE-PUJ1005,2019-02-04,2019-05-26,2019-06-02,2019-06-07,USD,20,17,285,35,2,0.2,3530.9,2930.647,7061.8,1412.3600000000001,5649.4400000000005
SO - 0003177,In-Store,WARE-NMK1003,2019-02-04,2019-05-27,2019-06-14,2019-06-18,USD,3,1,197,34,6,0.075,194.3,128.238,1165.8000000000002,87.43500000000002,1078.3650000000002
SO - 0003178,In-Store,WARE-XYS1001,2019-02-04,2019-05-27,2019-06-11,2019-06-18,USD,5,38,6,31,2,0.1,737.0,368.5,1474.0,147.4,1326.6
SO - 0003179,In-Store,WARE-NMK1003,2019-02-04,2019-05-27,2019-06-18,2019-06-20,USD,2,48,177,31,8,0.075,1708.5,734.655,13668.0,1025.1,12642.9
SO - 0003180,In-Store,WARE-PUJ1005,2019-02-04,2019-05-27,2019-06-11,2019-06-20,USD,8,5,294,2,5,0.2,2673.3,2031.708,13366.5,2673.3,10693.2
SO - 0003181,In-Store,WARE-NMK1003,2019-02-04,2019-05-27,2019-06-05,2019-06-11,USD,12,28,142,34,3,0.075,2251.2000000000003,1710.9120000000005,6753.6,506.52,6247.08
SO - 0003182,In-Store,WARE-MKL1006,2019-02-04,2019-05-27,2019-05-31,2019-06-04,USD,6,45,343,15,2,0.15,2499.1,1449.4779999999998,4998.2,749.7299999999999,4248.47
SO - 0003183,In-Store,WARE-UHY1004,2019-02-04,2019-05-27,2019-06-07,2019-06-16,USD,5,17,207,5,1,0.05,1011.7,485.616,1011.7,50.58500000000001,961.115
SO - 0003184,Online,WARE-NMK1003,2019-02-04,2019-05-27,2019-05-29,2019-05-30,USD,14,29,112,28,6,0.4,1943.0,1398.96,11658.0,4663.2,6994.8
SO - 0003185,In-Store,WARE-PUJ1005,2019-02-04,2019-05-27,2019-05-30,2019-06-06,USD,5,23,324,24,7,0.2,5346.6,3475.2900000000004,37426.200000000004,7485.240000000002,29940.960000000003
SO - 0003186,Distributor,WARE-UHY1004,2019-02-04,2019-05-27,2019-06-11,2019-06-16,USD,25,27,246,41,5,0.05,1159.1,938.8710000000002,5795.5,289.77500000000003,5505.725
SO - 0003187,Online,WARE-MKL1006,2019-02-04,2019-05-27,2019-06-15,2019-06-17,USD,13,35,340,47,3,0.075,1835.8,1248.344,5507.4,413.05499999999995,5094.344999999999
SO - 0003188,Distributor,WARE-PUJ1005,2019-02-04,2019-05-27,2019-06-16,2019-06-25,USD,24,50,275,27,8,0.05,2619.7000000000003,1047.88,20957.600000000002,1047.88,19909.72
SO - 0003189,Online,WARE-NBV1002,2019-02-04,2019-05-27,2019-06-17,2019-06-25,USD,19,1,73,43,3,0.05,864.3000000000001,406.221,2592.9,129.645,2463.255
SO - 0003190,Wholesale,WARE-XYS1001,2019-02-04,2019-05-28,2019-06-15,2019-06-21,USD,27,28,5,41,5,0.15,201.0,160.8,1005.0,150.75,854.25
SO - 0003191,In-Store,WARE-NMK1003,2019-02-04,2019-05-28,2019-06-15,2019-06-20,USD,2,43,99,20,2,0.05,964.8,627.1200000000001,1929.6,96.48,1833.12
SO - 0003192,Wholesale,WARE-PUJ1005,2019-02-04,2019-05-28,2019-06-05,2019-06-06,USD,28,3,311,10,5,0.1,214.4,150.07999999999998,1072.0,107.2,964.8
SO - 0003193,Distributor,WARE-PUJ1005,2019-02-04,2019-05-28,2019-06-20,2019-06-24,USD,24,15,283,26,7,0.1,1152.4,460.96,8066.800000000001,806.6800000000002,7260.120000000001
SO - 0003194,Wholesale,WARE-MKL1006,2019-02-04,2019-05-28,2019-05-31,2019-06-01,USD,27,27,357,33,5,0.05,3872.6,1820.122,19363.0,968.1500000000001,18394.85
SO - 0003195,Online,WARE-UHY1004,2019-02-04,2019-05-28,2019-06-07,2019-06-10,USD,15,33,230,7,8,0.15,1105.5,707.52,8844.0,1326.6,7517.4
SO - 0003196,In-Store,WARE-NMK1003,2019-02-04,2019-05-28,2019-06-10,2019-06-14,USD,4,36,116,37,7,0.05,3959.7,2811.387,27717.899999999998,1385.895,26332.004999999997
SO - 0003197,Online,WARE-MKL1006,2019-02-04,2019-05-28,2019-06-09,2019-06-17,USD,20,24,364,39,4,0.1,1735.3,954.415,6941.2,694.12,6247.08
SO - 0003198,Online,WARE-UHY1004,2019-02-04,2019-05-28,2019-06-09,2019-06-10,USD,16,40,248,2,5,0.05,3423.7000000000003,1540.6650000000002,17118.5,855.9250000000001,16262.575
SO - 0003199,In-Store,WARE-UHY1004,2019-02-04,2019-05-28,2019-06-22,2019-06-26,USD,10,35,251,40,3,0.05,3865.9,1700.996,11597.7,579.8850000000001,11017.815
SO - 0003200,In-Store,WARE-MKL1006,2019-02-04,2019-05-28,2019-06-10,2019-06-16,USD,3,19,334,40,6,0.15,1058.6,868.052,6351.599999999999,952.7399999999999,5398.86
SO - 0003201,Distributor,WARE-NBV1002,2019-02-04,2019-05-28,2019-06-13,2019-06-18,USD,21,21,63,23,2,0.1,2257.9,925.739,4515.8,451.58000000000004,4064.2200000000003
SO - 0003202,Distributor,WARE-NMK1003,2019-02-04,2019-05-28,2019-06-08,2019-06-18,USD,24,31,183,37,1,0.1,5849.1,2632.0950000000003,5849.1,584.9100000000001,5264.1900000000005
SO - 0003203,In-Store,WARE-NMK1003,2019-02-04,2019-05-29,2019-06-26,2019-06-27,USD,12,35,133,29,4,0.05,2338.3,1964.172,9353.2,467.6600000000001,8885.54
SO - 0003204,In-Store,WARE-UHY1004,2019-02-04,2019-05-29,2019-05-31,2019-06-06,USD,7,14,246,29,3,0.1,1025.1,809.8290000000002,3075.2999999999997,307.53,2767.7699999999995
SO - 0003205,Online,WARE-PUJ1005,2019-02-04,2019-05-29,2019-06-22,2019-06-24,USD,20,21,272,7,6,0.1,2291.4,1764.3780000000002,13748.400000000001,1374.8400000000001,12373.560000000001
SO - 0003206,In-Store,WARE-NMK1003,2019-02-04,2019-05-29,2019-06-07,2019-06-17,USD,7,41,173,6,1,0.1,1058.6,476.37000000000006,1058.6,105.86,952.7399999999999
SO - 0003207,Wholesale,WARE-UHY1004,2019-02-04,2019-05-29,2019-06-15,2019-06-17,USD,27,41,238,37,7,0.2,1139.0,523.94,7973.0,1594.6000000000001,6378.4
SO - 0003208,Distributor,WARE-NMK1003,2019-02-04,2019-05-29,2019-06-13,2019-06-19,USD,23,6,167,33,7,0.15,1139.0,455.6,7973.0,1195.95,6777.05
SO - 0003209,Online,WARE-UHY1004,2019-02-04,2019-05-29,2019-06-03,2019-06-08,USD,15,21,258,12,7,0.1,3410.3,2319.0040000000004,23872.100000000002,2387.2100000000005,21484.890000000003
SO - 0003210,In-Store,WARE-MKL1006,2019-02-04,2019-05-29,2019-05-31,2019-06-05,USD,6,20,331,39,7,0.1,1085.4,640.386,7597.800000000001,759.7800000000002,6838.02
SO - 0003211,Distributor,WARE-UHY1004,2019-02-04,2019-05-30,2019-06-27,2019-06-29,USD,22,25,247,41,3,0.2,2385.2000000000003,1550.3800000000003,7155.6,1431.1200000000001,5724.4800000000005
SO - 0003212,Online,WARE-UHY1004,2019-02-04,2019-05-30,2019-06-17,2019-06-21,USD,17,50,254,6,2,0.05,227.8,109.344,455.6,22.78,432.82000000000005
SO - 0003213,Distributor,WARE-NMK1003,2019-02-04,2019-05-30,2019-06-13,2019-06-22,USD,25,13,120,9,4,0.05,690.1,324.347,2760.4,138.02,2622.38
SO - 0003214,Online,WARE-NMK1003,2019-02-04,2019-05-30,2019-06-08,2019-06-09,USD,17,36,102,38,8,0.075,6271.2,4640.688,50169.6,3762.72,46406.88
SO - 0003215,Online,WARE-XYS1001,2019-02-04,2019-05-30,2019-06-01,2019-06-09,USD,15,16,11,43,5,0.1,174.20000000000002,127.166,871.0000000000001,87.10000000000002,783.9000000000001
SO - 0003216,Online,WARE-NMK1003,2019-02-04,2019-05-30,2019-06-13,2019-06-15,USD,17,25,146,18,5,0.2,221.1,119.394,1105.5,221.10000000000002,884.4
SO - 0003217,In-Store,WARE-XYS1001,2019-02-04,2019-05-31,2019-06-14,2019-06-22,USD,9,12,44,30,4,0.05,234.5,93.8,938.0,46.900000000000006,891.1
SO - 0003218,In-Store,WARE-NMK1003,2019-02-04,2019-05-31,2019-06-02,2019-06-07,USD,5,32,151,1,7,0.4,1909.5,1355.745,13366.5,5346.6,8019.9
SO - 0003219,Online,WARE-NMK1003,2019-02-04,2019-05-31,2019-06-14,2019-06-24,USD,12,10,134,41,6,0.15,1112.2,878.638,6673.200000000001,1000.98,5672.220000000001
SO - 0003220,In-Store,WARE-NMK1003,2019-02-04,2019-05-31,2019-06-04,2019-06-08,USD,9,4,167,1,8,0.075,857.6,497.408,6860.8,514.56,6346.24
SO - 0003221,In-Store,WARE-XYS1001,2019-02-04,2019-05-31,2019-06-12,2019-06-18,USD,8,49,4,14,6,0.3,2237.8,1409.814,13426.800000000001,4028.04,9398.760000000002
SO - 0003222,In-Store,WARE-PUJ1005,2019-02-04,2019-05-31,2019-06-03,2019-06-06,USD,5,6,297,21,4,0.1,2345.0,1031.8,9380.0,938.0,8442.0
SO - 0003223,In-Store,WARE-NBV1002,2019-02-04,2019-05-31,2019-06-02,2019-06-03,USD,2,46,74,26,7,0.15,3202.6,1377.118,22418.2,3362.73,19055.47
SO - 0003224,Wholesale,WARE-XYS1001,2019-02-04,2019-05-31,2019-06-18,2019-06-20,USD,26,39,39,15,6,0.15,1051.9,736.33,6311.400000000001,946.71,5364.6900000000005
SO - 0003225,In-Store,WARE-PUJ1005,2019-02-04,2019-06-01,2019-06-11,2019-06-14,USD,3,26,301,34,3,0.4,1031.8,567.49,3095.3999999999996,1238.1599999999999,1857.2399999999998
SO - 0003226,In-Store,WARE-NMK1003,2019-02-04,2019-06-01,2019-06-17,2019-06-19,USD,7,44,123,25,1,0.15,3912.8,1721.632,3912.8,586.92,3325.88
SO - 0003227,Online,WARE-XYS1001,2019-02-04,2019-06-01,2019-06-26,2019-07-03,USD,20,39,5,23,5,0.2,1065.3,862.893,5326.5,1065.3,4261.2
SO - 0003228,Distributor,WARE-PUJ1005,2019-02-04,2019-06-01,2019-06-03,2019-06-09,USD,24,1,272,9,5,0.05,3959.7,3365.7450000000003,19798.5,989.9250000000001,18808.575
SO - 0003229,In-Store,WARE-MKL1006,2019-02-04,2019-06-01,2019-06-25,2019-07-04,USD,3,29,348,21,5,0.4,3973.1,1708.433,19865.5,7946.200000000001,11919.3
SO - 0003230,Distributor,WARE-XYS1001,2019-02-04,2019-06-01,2019-06-27,2019-07-01,USD,22,27,34,33,2,0.15,1072.0,428.8,2144.0,321.59999999999997,1822.4
SO - 0003231,In-Store,WARE-UHY1004,2019-02-04,2019-06-01,2019-06-21,2019-06-24,USD,12,27,205,12,5,0.075,2800.6,1260.27,14003.0,1050.225,12952.775
SO - 0003232,Distributor,WARE-MKL1006,2019-02-04,2019-06-01,2019-06-28,2019-07-03,USD,22,42,331,19,5,0.1,6545.900000000001,4713.048,32729.500000000004,3272.9500000000007,29456.550000000003
SO - 0003233,In-Store,WARE-NMK1003,2019-02-04,2019-06-01,2019-06-11,2019-06-18,USD,11,10,125,21,6,0.1,2365.1,1016.993,14190.599999999999,1419.06,12771.539999999999
SO - 0003234,In-Store,WARE-UHY1004,2019-02-04,2019-06-01,2019-06-13,2019-06-23,USD,10,39,207,6,6,0.05,1092.1,829.9960000000001,6552.599999999999,327.63,6224.969999999999
SO - 0003235,In-Store,WARE-NMK1003,2019-02-04,2019-06-01,2019-06-18,2019-06-20,USD,1,32,167,1,5,0.05,3403.6,2416.556,17018.0,850.9000000000001,16167.1
SO - 0003236,Online,WARE-NMK1003,2019-02-04,2019-06-01,2019-06-25,2019-06-28,USD,12,8,198,3,3,0.075,194.3,120.466,582.9000000000001,43.71750000000001,539.1825000000001
SO - 0003237,In-Store,WARE-UHY1004,2019-02-04,2019-06-02,2019-06-30,2019-07-08,USD,8,27,251,31,6,0.05,2646.5,1826.085,15879.0,793.95,15085.05
SO - 0003238,In-Store,WARE-MKL1006,2019-02-04,2019-06-02,2019-06-11,2019-06-17,USD,7,49,366,45,3,0.2,1058.6,709.2620000000002,3175.7999999999997,635.16,2540.64
SO - 0003239,Distributor,WARE-XYS1001,2019-02-04,2019-06-02,2019-06-26,2019-07-04,USD,21,34,4,13,1,0.05,3966.4,1586.5600000000002,3966.4,198.32000000000002,3768.08
SO - 0003240,In-Store,WARE-UHY1004,2019-02-04,2019-06-02,2019-06-08,2019-06-14,USD,5,29,203,16,8,0.05,2941.3,1911.8450000000005,23530.4,1176.5200000000002,22353.88
SO - 0003241,Online,WARE-PUJ1005,2019-02-04,2019-06-02,2019-06-11,2019-06-16,USD,17,49,316,2,7,0.1,1125.6,675.36,7879.199999999999,787.92,7091.279999999999
SO - 0003242,Online,WARE-XYS1001,2019-02-04,2019-06-02,2019-06-09,2019-06-16,USD,19,40,22,24,7,0.15,2827.4,1781.2620000000002,19791.8,2968.77,16823.03
SO - 0003243,In-Store,WARE-NMK1003,2019-02-04,2019-06-02,2019-06-22,2019-06-30,USD,12,2,108,39,2,0.075,1105.5,740.6850000000001,2211.0,165.825,2045.175
SO - 0003244,Online,WARE-NMK1003,2019-02-04,2019-06-02,2019-06-27,2019-06-29,USD,14,8,197,15,4,0.05,4020.0,1809.0,16080.0,804.0,15276.0
SO - 0003245,Distributor,WARE-UHY1004,2019-02-04,2019-06-02,2019-06-16,2019-06-19,USD,24,20,240,25,8,0.1,3269.6,1405.928,26156.8,2615.6800000000003,23541.12
SO - 0003246,Distributor,WARE-PUJ1005,2019-02-04,2019-06-02,2019-06-28,2019-07-01,USD,21,19,262,44,7,0.05,5246.1,3882.114,36722.700000000004,1836.1350000000002,34886.565
SO - 0003247,Wholesale,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-20,2019-06-22,USD,28,49,176,4,4,0.05,2405.3,1611.5510000000002,9621.2,481.06000000000006,9140.140000000001
SO - 0003248,Online,WARE-PUJ1005,2019-02-04,2019-06-03,2019-06-14,2019-06-15,USD,20,28,292,14,2,0.05,6137.2,2823.112,12274.4,613.72,11660.68
SO - 0003249,Online,WARE-UHY1004,2019-02-04,2019-06-03,2019-06-15,2019-06-25,USD,19,42,257,28,2,0.075,2365.1,993.342,4730.2,354.765,4375.4349999999995
SO - 0003250,In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-18,2019-06-22,USD,2,25,135,45,6,0.05,1159.1,950.462,6954.599999999999,347.73,6606.869999999999
SO - 0003251,Wholesale,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-15,2019-06-25,USD,28,34,148,28,7,0.05,1072.0,450.24,7504.0,375.20000000000005,7128.8
SO - 0003252,In-Store,WARE-UHY1004,2019-02-04,2019-06-03,2019-06-19,2019-06-29,USD,7,24,228,10,3,0.1,3845.8,1922.9,11537.400000000001,1153.7400000000002,10383.660000000002
SO - 0003253,Online,WARE-UHY1004,2019-02-04,2019-06-03,2019-06-22,2019-07-02,USD,19,10,252,36,7,0.05,3886.0,3069.94,27202.0,1360.1000000000001,25841.9
SO - 0003254,In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-18,2019-06-19,USD,9,7,96,3,5,0.2,777.2,528.4960000000001,3886.0,777.2,3108.8
SO - 0003255,Online,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-26,2019-06-29,USD,14,40,149,37,1,0.1,911.2,756.296,911.2,91.12,820.08
SO - 0003256,Distributor,WARE-PUJ1005,2019-02-04,2019-06-03,2019-06-16,2019-06-26,USD,24,16,294,15,8,0.05,3932.9,3106.991,31463.2,1573.16,29890.04
SO - 0003257,Online,WARE-PUJ1005,2019-02-04,2019-06-03,2019-06-20,2019-06-21,USD,13,23,299,25,5,0.075,2566.1,1437.016,12830.5,962.2874999999999,11868.2125
SO - 0003258,In-Store,WARE-XYS1001,2019-02-04,2019-06-03,2019-06-10,2019-06-19,USD,11,11,40,34,6,0.075,5788.8,2952.288,34732.8,2604.96,32127.840000000004
SO - 0003259,In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-15,2019-06-17,USD,11,5,151,2,1,0.05,6358.3,5023.057000000001,6358.3,317.915,6040.385
SO - 0003260,In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-13,2019-06-21,USD,6,49,143,8,1,0.075,924.6,711.942,924.6,69.345,855.255
SO - 0003261,Distributor,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-07,2019-06-13,USD,22,48,182,28,1,0.2,1031.8,639.716,1031.8,206.36,825.4399999999999
SO - 0003262,Online,WARE-MKL1006,2019-02-04,2019-06-03,2019-06-08,2019-06-17,USD,12,31,363,3,3,0.15,3845.8,1730.61,11537.400000000001,1730.6100000000001,9806.79
SO - 0003263,Online,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-23,2019-06-29,USD,13,26,90,38,7,0.05,904.5,669.33,6331.5,316.57500000000005,6014.925
SO - 0003264,Distributor,WARE-UHY1004,2019-02-04,2019-06-04,2019-06-17,2019-06-20,USD,21,3,260,37,3,0.05,234.5,192.29,703.5,35.175000000000004,668.325
SO - 0003265,In-Store,WARE-NMK1003,2019-02-04,2019-06-04,2019-06-06,2019-06-10,USD,7,45,113,4,5,0.15,3973.1,1708.433,19865.5,2979.825,16885.675
SO - 0003266,In-Store,WARE-NMK1003,2019-02-04,2019-06-04,2019-06-27,2019-07-05,USD,9,24,178,28,2,0.1,207.7,153.698,415.4,41.54,373.85999999999996
SO - 0003267,In-Store,WARE-NBV1002,2019-02-04,2019-06-04,2019-06-17,2019-06-27,USD,10,13,82,14,2,0.1,1005.0,783.9,2010.0,201.0,1809.0
SO - 0003268,Online,WARE-UHY1004,2019-02-04,2019-06-04,2019-06-09,2019-06-14,USD,19,14,234,10,3,0.15,221.1,187.935,663.3,99.49499999999999,563.805
SO - 0003269,Distributor,WARE-NBV1002,2019-02-04,2019-06-04,2019-06-19,2019-06-21,USD,25,13,71,18,7,0.1,3852.5,1656.575,26967.5,2696.75,24270.75
SO - 0003270,In-Store,WARE-XYS1001,2019-02-04,2019-06-04,2019-06-30,2019-07-06,USD,12,31,27,19,4,0.05,268.0,160.79999999999998,1072.0,53.6,1018.4
SO - 0003271,In-Store,WARE-MKL1006,2019-02-04,2019-06-04,2019-06-16,2019-06-25,USD,8,14,356,8,1,0.075,3497.4,1398.96,3497.4,262.305,3235.0950000000003
SO - 0003272,In-Store,WARE-XYS1001,2019-02-04,2019-06-05,2019-06-11,2019-06-21,USD,12,2,38,2,8,0.4,6438.7,2575.48,51509.6,20603.84,30905.76
SO - 0003273,In-Store,WARE-MKL1006,2019-02-04,2019-06-05,2019-07-03,2019-07-08,USD,8,43,337,39,3,0.4,871.0,679.38,2613.0,1045.2,1567.8
SO - 0003274,Online,WARE-PUJ1005,2019-02-04,2019-06-05,2019-07-02,2019-07-12,USD,15,24,283,18,6,0.3,3912.8,1799.888,23476.800000000003,7043.040000000001,16433.760000000002
SO - 0003275,In-Store,WARE-NMK1003,2019-02-04,2019-06-05,2019-06-19,2019-06-21,USD,6,50,186,23,3,0.3,998.3,499.15,2994.8999999999996,898.4699999999999,2096.43
SO - 0003276,In-Store,WARE-PUJ1005,2019-02-04,2019-06-06,2019-06-25,2019-07-02,USD,3,18,318,26,3,0.05,6170.7,4010.955,18512.1,925.605,17586.495
SO - 0003277,Distributor,WARE-PUJ1005,2019-02-04,2019-06-06,2019-06-24,2019-06-30,USD,24,34,284,2,6,0.075,3999.9,3079.923,23999.4,1799.9550000000002,22199.445
SO - 0003278,Wholesale,WARE-XYS1001,2019-02-04,2019-06-06,2019-06-22,2019-06-26,USD,28,46,7,39,3,0.2,3819.0,2405.97,11457.0,2291.4,9165.6
SO - 0003279,In-Store,WARE-UHY1004,2019-02-04,2019-06-06,2019-06-30,2019-07-02,USD,8,13,208,7,1,0.1,5433.7,3097.209,5433.7,543.37,4890.33
SO - 0003280,Online,WARE-NMK1003,2019-02-04,2019-06-07,2019-06-24,2019-07-01,USD,13,2,192,37,8,0.075,6009.900000000001,4026.6330000000007,48079.200000000004,3605.94,44473.26
SO - 0003281,In-Store,WARE-NMK1003,2019-02-04,2019-06-07,2019-06-23,2019-07-01,USD,9,21,194,7,5,0.2,5775.400000000001,3580.7480000000005,28877.000000000004,5775.4000000000015,23101.600000000002
SO - 0003282,In-Store,WARE-PUJ1005,2019-02-04,2019-06-07,2019-06-21,2019-06-22,USD,11,32,302,17,7,0.2,3825.7,1912.85,26779.899999999998,5355.98,21423.92
SO - 0003283,In-Store,WARE-NBV1002,2019-02-04,2019-06-07,2019-06-24,2019-06-25,USD,11,27,70,8,8,0.075,6418.6,3145.114,51348.8,3851.16,47497.64
SO - 0003284,Distributor,WARE-PUJ1005,2019-02-04,2019-06-07,2019-07-03,2019-07-08,USD,24,50,286,2,4,0.075,2378.5,1379.53,9514.0,713.55,8800.45
SO - 0003285,In-Store,WARE-UHY1004,2019-02-04,2019-06-07,2019-07-02,2019-07-08,USD,11,16,232,26,5,0.075,4006.6,2444.026,20033.0,1502.475,18530.525
SO - 0003286,Distributor,WARE-XYS1001,2019-02-04,2019-06-07,2019-06-11,2019-06-21,USD,24,34,57,41,2,0.2,2331.6,1538.856,4663.2,932.64,3730.56
SO - 0003287,In-Store,WARE-NMK1003,2019-02-04,2019-06-07,2019-06-24,2019-07-03,USD,4,18,197,33,2,0.075,6210.900000000001,4409.7390000000005,12421.800000000001,931.635,11490.165
SO - 0003288,Online,WARE-MKL1006,2019-02-04,2019-06-07,2019-06-23,2019-06-30,USD,15,49,353,28,7,0.2,1045.2,731.64,7316.400000000001,1463.2800000000002,5853.120000000001
SO - 0003289,Wholesale,WARE-UHY1004,2019-02-04,2019-06-07,2019-06-17,2019-06-24,USD,27,16,243,36,8,0.1,1916.2,1475.4740000000002,15329.6,1532.96,13796.64
SO - 0003290,In-Store,WARE-UHY1004,2019-02-04,2019-06-07,2019-06-25,2019-07-01,USD,11,6,212,43,2,0.075,1058.6,561.0580000000001,2117.2,158.79,1958.4099999999999
SO - 0003291,Distributor,WARE-MKL1006,2019-02-04,2019-06-08,2019-06-15,2019-06-20,USD,24,1,358,40,2,0.05,1038.5,612.7149999999999,2077.0,103.85000000000001,1973.15
SO - 0003292,In-Store,WARE-PUJ1005,2019-02-04,2019-06-08,2019-06-23,2019-07-01,USD,12,19,288,29,2,0.1,2680.0,1152.4,5360.0,536.0,4824.0
SO - 0003293,In-Store,WARE-XYS1001,2019-02-04,2019-06-08,2019-06-19,2019-06-21,USD,8,15,15,25,7,0.075,3618.0,2858.2200000000003,25326.0,1899.4499999999998,23426.55
SO - 0003294,Wholesale,WARE-XYS1001,2019-02-04,2019-06-08,2019-06-14,2019-06-16,USD,26,6,54,14,1,0.4,1098.8,736.196,1098.8,439.52,659.28
SO - 0003295,In-Store,WARE-NMK1003,2019-02-04,2019-06-08,2019-06-28,2019-06-29,USD,7,29,147,1,3,0.1,3872.6,2478.464,11617.8,1161.78,10456.019999999999
SO - 0003296,Online,WARE-NMK1003,2019-02-04,2019-06-08,2019-06-16,2019-06-22,USD,20,18,135,21,5,0.05,2512.5,2110.5,12562.5,628.125,11934.375
SO - 0003297,In-Store,WARE-MKL1006,2019-02-04,2019-06-08,2019-06-30,2019-07-07,USD,11,33,359,11,3,0.1,3946.3,3157.0400000000004,11838.900000000001,1183.89,10655.010000000002
SO - 0003298,Online,WARE-NMK1003,2019-02-04,2019-06-09,2019-06-28,2019-07-08,USD,20,11,200,40,4,0.05,5152.3,3452.041,20609.2,1030.46,19578.74
SO - 0003299,Online,WARE-PUJ1005,2019-02-04,2019-06-09,2019-06-13,2019-06-15,USD,19,48,302,22,7,0.075,241.2,151.95600000000002,1688.3999999999999,126.62999999999998,1561.77
SO - 0003300,In-Store,WARE-NMK1003,2019-02-04,2019-06-09,2019-06-25,2019-07-03,USD,4,20,181,44,3,0.075,1018.4,539.7520000000001,3055.2,229.14,2826.06
SO - 0003301,In-Store,WARE-UHY1004,2019-02-04,2019-06-09,2019-07-02,2019-07-05,USD,1,11,248,28,1,0.15,1742.0,1027.78,1742.0,261.3,1480.7
SO - 0003302,In-Store,WARE-NMK1003,2019-02-04,2019-06-09,2019-07-02,2019-07-03,USD,4,41,176,29,5,0.05,3899.4,3002.538,19497.0,974.85,18522.15
SO - 0003303,In-Store,WARE-NBV1002,2019-02-04,2019-06-09,2019-06-11,2019-06-12,USD,11,27,69,46,1,0.05,877.7,614.39,877.7,43.885000000000005,833.815
SO - 0003304,In-Store,WARE-XYS1001,2019-02-04,2019-06-10,2019-06-25,2019-06-30,USD,5,37,49,11,4,0.15,1051.9,778.4060000000001,4207.6,631.14,3576.4600000000005
SO - 0003305,Online,WARE-PUJ1005,2019-02-04,2019-06-10,2019-07-02,2019-07-05,USD,18,12,287,21,5,0.075,2572.8,1698.0480000000002,12864.0,964.8,11899.2
SO - 0003306,Online,WARE-NMK1003,2019-02-04,2019-06-10,2019-07-08,2019-07-09,USD,18,48,117,3,4,0.05,3899.4,3314.49,15597.6,779.8800000000001,14817.720000000001
SO - 0003307,Online,WARE-NMK1003,2019-02-04,2019-06-10,2019-07-01,2019-07-04,USD,13,38,169,45,2,0.075,2606.3,1615.9060000000002,5212.6,390.945,4821.655000000001
SO - 0003308,Online,WARE-NBV1002,2019-02-04,2019-06-10,2019-07-01,2019-07-11,USD,18,19,78,34,8,0.075,167.5,93.8,1340.0,100.5,1239.5
SO - 0003309,Online,WARE-XYS1001,2019-02-04,2019-06-10,2019-06-28,2019-07-06,USD,13,37,35,46,5,0.075,2351.7000000000003,1622.673,11758.500000000002,881.8875000000002,10876.612500000001
SO - 0003310,Distributor,WARE-MKL1006,2019-02-04,2019-06-10,2019-06-24,2019-06-25,USD,23,18,358,32,6,0.3,1038.5,529.635,6231.0,1869.3,4361.7
SO - 0003311,In-Store,WARE-MKL1006,2019-02-04,2019-06-10,2019-06-13,2019-06-16,USD,7,3,349,30,5,0.05,1976.5,1264.96,9882.5,494.125,9388.375
SO - 0003312,Online,WARE-UHY1004,2019-02-04,2019-06-10,2019-06-22,2019-07-02,USD,16,11,227,10,5,0.1,1849.2,795.1560000000001,9246.0,924.6,8321.4
SO - 0003313,In-Store,WARE-NMK1003,2019-02-04,2019-06-10,2019-06-26,2019-06-28,USD,7,7,190,4,1,0.2,1051.9,462.83600000000007,1051.9,210.38000000000002,841.5200000000001
SO - 0003314,In-Store,WARE-XYS1001,2019-02-04,2019-06-11,2019-07-03,2019-07-11,USD,2,31,22,42,2,0.05,4006.6,2123.498,8013.2,400.66,7612.54
SO - 0003315,Wholesale,WARE-PUJ1005,2019-02-04,2019-06-11,2019-06-21,2019-07-01,USD,27,10,326,31,1,0.1,2740.3,1561.971,2740.3,274.03000000000003,2466.27
SO - 0003316,In-Store,WARE-NMK1003,2019-02-04,2019-06-11,2019-06-28,2019-06-30,USD,7,21,170,18,8,0.05,6478.900000000001,4923.964000000001,51831.200000000004,2591.5600000000004,49239.64000000001
SO - 0003317,Wholesale,WARE-NMK1003,2019-02-04,2019-06-11,2019-06-30,2019-07-08,USD,26,1,92,47,6,0.075,2807.3,1908.964,16843.800000000003,1263.285,15580.515000000003
SO - 0003318,In-Store,WARE-NMK1003,2019-02-04,2019-06-11,2019-07-09,2019-07-15,USD,3,39,100,2,5,0.075,6251.1,2938.017,31255.5,2344.1625,28911.3375
SO - 0003319,Online,WARE-NMK1003,2019-02-04,2019-06-11,2019-07-03,2019-07-04,USD,20,28,93,37,2,0.05,3015.0,2381.85,6030.0,301.5,5728.5
